,doc_hdr_id,doc_typ_nm,doc_crte_dt,crte_dt,doc_mdfn_dt,actn_rqst_cd,campus,concentration1,concentration2,department1,department2,major1,major2,minor1,minor2,requestedof,dayssincerequest,dayssincecreate
1514,86731902,UGS-MAAdvancedDegree.ParentDoctype,13-Jan-20,13-Jan-20,13-Jan-20,Approve,BL,,,GRAD,,CYSRMGMTMS,,,,UGS.BL.MAAdvDeg.GRAD1,23,23
1515,86732447,UGS-MAAdvancedDegree.ParentDoctype,13-Jan-20,14-Jan-20,14-Jan-20,Approve,BL,Literature,,FRIT,,FRENMA,,,,UGS.BL.MAAdvDeg.FRIT1,22,23
1516,86732848,UGS-PhDCommencement.ParentDoctype,13-Jan-20,13-Jan-20,13-Jan-20,Approve,BL,,,SLIS,,INFSCPHD,,,,UGS.BL.PhDComm.SLIS1,23,23
1517,86734727,UGS-MAAdvancedDegree.ParentDoctype,14-Jan-20,17-Jan-20,14-Jan-20,Approve,BL,,,MED,,CMCBIOMS,,,,UGS.BL.MAAdvDeg.MED1,19,22
1518,86734740,UGS-MAAdvancedDegree.ParentDoctype,14-Jan-20,14-Jan-20,14-Jan-20,Approve,BL,Graphic Design,,SOAD,,FINASMFA1,,,,UGS.BL.MAAdvDeg.SOAD1,22,22
1519,86734771,UGS-PhDCommencement.ParentDoctype,14-Jan-20,15-Jan-20,14-Jan-20,Approve,BL,,,FRIT,,FRENPHD,,,,abcalhou,21,22
1520,86734980,UGS-MAAdvancedDegree.ParentDoctype,14-Jan-20,14-Jan-20,14-Jan-20,Approve,BL,,,ENG,,ENGMA,,,,UGS.BL.MAAdvDeg.ENG1,22,22
1521,86735115,UGS-MAAdvancedDegree.ParentDoctype,14-Jan-20,14-Jan-20,14-Jan-20,Approve,BL,Graphic Design,,SOAD,,FINASMFA1,,,,UGS.BL.MAAdvDeg.SOAD1,22,22
1525,86735657,UGS-PhDCommencement.ParentDoctype,14-Jan-20,14-Jan-20,14-Jan-20,Approve,BL,,,EDUC,,HIEDPHD,,,,UGS.BL.PhDComm.EDUC1,22,22
1526,86736100,UGS-MAAdvancedDegree.ParentDoctype,14-Jan-20,14-Jan-20,14-Jan-20,Approve,BL,Printmaking,,FINS,,FINASMFA,,,,UGS.BL.MAAdvDeg.FINA.MFA1,22,22
1527,86736460,COLLGRAD.AdvisoryComChange.Doctype,14-Jan-20,15-Jan-20,14-Jan-20,Approve,BL,,,CHEM,,CHEMPHD,,Biophysical Chemistry,,COLLGRAD.AdvisoryCom.COLLGRAD,21,22
1528,86737276,UGS.CommitteeV2.Doctype,14-Jan-20,14-Jan-20,14-Jan-20,Approve,BL,,,ANTH,,ANTHPHD,,Geography,,UGS.BL.Committee.ANTH1,22,22
1529,86739195,UGS.Candidacy.Doctype,15-Jan-20,21-Jan-20,15-Jan-20,Approve,BL,Bioengineering,,ENGR,,INSENGRPHD,,CSCIGMIN,,UGS.BL.Candidacy.ENGR1,15,21
1530,86739195,UGS.Candidacy.Doctype,15-Jan-20,21-Jan-20,15-Jan-20,FYI,BL,Bioengineering,,ENGR,,INSENGRPHD,,CSCIGMIN,,lucgill,15,21
1531,86739388,UGS.Candidacy.Doctype,15-Jan-20,15-Jan-20,15-Jan-20,Approve,BL,,,CEUS,EDUCELPS,CEUSPHD,HIEDPHD,NELCGMIN,,UGS.BL.Candidacy.CEUS1,21,21
1536,86739682,UGS-PhDDefense.ParentDoctype,15-Jan-20,15-Jan-20,15-Jan-20,Approve,BL,,,GER,,GERPHD,,Critical Theory (minr) / Mod German Lit & Cul (conc),,UGS.BL.PhDDefense.GER1,21,21
1537,86739700,COLLGRAD.AdvisoryCom.Doctype,15-Jan-20,21-Jan-20,15-Jan-20,Approve,BL,,,GEOG,,GEOGPHD,,SPEA (Environmental Science),,COLLGRAD.AdvisoryCom.COLLGRAD,15,21
1538,86739745,UGS-MAAdvancedDegree.ParentDoctype,15-Jan-20,15-Jan-20,15-Jan-20,Approve,BL,Mongolian Studies,,CEUS,,CEUSMA,,,,UGS.BL.MAAdvDeg.CEUS1,21,21
1539,86739783,UGS-PhDCommencement.ParentDoctype,15-Jan-20,15-Jan-20,15-Jan-20,Approve,BL,,,EAS,,GEOLPHD,,,,UGS.BL.PhDComm.EAS1,21,21
1540,86740215,UGS.CommitteeV2.Doctype,15-Jan-20,31-Jan-20,15-Jan-20,Approve,IN,,,MNEU,,MNEURSPHD,,,,UGS.IN.Committee.MNEU1,5,21
1541,86740648,UGS-MAAdvancedDegree.ParentDoctype,15-Jan-20,15-Jan-20,15-Jan-20,Approve,BL,Fibers,,FINS,,FINASMFA,,,,UGS.BL.MAAdvDeg.FINA.MFA1,21,21
1546,86740903,UGS-PhDCommencement.ParentDoctype,15-Jan-20,15-Jan-20,15-Jan-20,Approve,BL,,,EDUC,,SCPSYPHD,,,,UGS.BL.PhDComm.EDUC1,21,21
1547,86740904,UGS.ExceptionWaiver.Doctype,15-Jan-20,15-Jan-20,15-Jan-20,Approve,BL,Finance ,,BUS,,BUSPHD,,ECONGMIN,,UGS.BL.DGS.BUS,21,21
1548,86741006,UGS.ExceptionWaiver.Doctype,15-Jan-20,15-Jan-20,15-Jan-20,Approve,BL,Finance ,,BUS,,BUSPHD,,ECONGMIN,,UGS.BL.DGS.BUS,21,21
1549,86741163,COLLGRAD.AdvisoryCom.Doctype,15-Jan-20,15-Jan-20,15-Jan-20,Approve,BL,,,GER,,GERPHD,,Latin American and Caribbean Studies,,COLLGRAD.AdvisoryCom.COLLGRAD,21,21
1550,86741700,UGS.CommitteeV2.Doctype,15-Jan-20,17-Jan-20,15-Jan-20,Approve,BL,,,EDUCIST,,INSYTPHD,,Human-Computer Interaction,,hekbia,19,21
1551,86741700,UGS.CommitteeV2.Doctype,15-Jan-20,17-Jan-20,15-Jan-20,Approve,BL,,,EDUCIST,,INSYTPHD,,Human-Computer Interaction,,kwonkyu,19,21
1552,86741930,UGS-MAAdvancedDegree.ParentDoctype,15-Jan-20,15-Jan-20,15-Jan-20,Approve,BL,Africa,,HIST,,HISTMA,,,,UGS.BL.MAAdvDeg.HIST1,21,21
1553,86742169,UGS.ExceptionWaiver.Doctype,15-Jan-20,15-Jan-20,15-Jan-20,Approve,BL,,,CSCI,,CSCIPHD,,,,UGS.BL.SECREC.CSCI,21,21
1554,86742174,UGS-MAAdvancedDegree.ParentDoctype,15-Jan-20,15-Jan-20,15-Jan-20,Approve,IN,,,ENG,,ENGMA,,,,UGS.IN.MAAdvDeg.ENG1,21,21
1555,86742260,UGS-MAAdvancedDegree.ParentDoctype,15-Jan-20,15-Jan-20,15-Jan-20,Approve,IN,Public History,,HIST,,HISTMA,,,,UGS.IN.MAAdvDeg.HIST1,21,21
1556,86742282,UGS-MAAdvancedDegree.ParentDoctype,15-Jan-20,15-Jan-20,15-Jan-20,Approve,BL,,,STAT,,STATSCMS,,,,UGS.BL.MAAdvDeg.STAT1,21,21
1557,86742548,UGS-MAAdvancedDegree.ParentDoctype,16-Jan-20,16-Jan-20,16-Jan-20,Approve,BL,Literature,,HISP,,PORTMA,,,,UGS.BL.MAAdvDeg.HISP1,20,20
1573,86743560,UGS-MAAdvancedDegree.ParentDoctype,16-Jan-20,16-Jan-20,16-Jan-20,Approve,BL,,,STAT,,STATSCMS,,,,UGS.BL.MAAdvDeg.STAT1,20,20
1574,86752329,UGS-PhDCommencement.ParentDoctype,16-Jan-20,16-Jan-20,16-Jan-20,Approve,BL,,,EDUC,,COPSYPHD,,,,UGS.BL.PhDComm.EDUC1,20,20
1575,86753487,UGS.ExceptionMinor.Doctype,16-Jan-20,17-Jan-20,16-Jan-20,Approve,BL,Environmental Policy/Policy Analysis,,SPPA,SPPA,PBAFFPHD2,PBAFFPHD2,,,UGS.BL.DGS.SPPA,19,20
1576,86753932,UGS-MAAdvancedDegree.ParentDoctype,16-Jan-20,16-Jan-20,16-Jan-20,Approve,BL,,,STAT,,STATSCMS,,,,UGS.BL.MAAdvDeg.STAT1,20,20
1577,86754255,UGS-MAAdvancedDegree.ParentDoctype,16-Jan-20,16-Jan-20,16-Jan-20,Approve,BL,,,GRAD,,CYSRMGMTMS,,,,UGS.BL.MAAdvDeg.GRAD1,20,20
1583,86754669,UGS.ExceptionWaiver.Doctype,16-Jan-20,04-Feb-20,16-Jan-20,Approve,BL,Cultural Studies,,AADM,,ARTADMA,,,,UGS.Exception.AssistantDean,1,20
1584,86755385,UGS-PhDCommencement.ParentDoctype,16-Jan-20,16-Jan-20,16-Jan-20,Approve,BL,,,EDUC,,COPSYPHD,,,,UGS.BL.PhDComm.EDUC1,20,20
1585,86755564,UGS-MAAdvancedDegree.ParentDoctype,17-Jan-20,03-Feb-20,17-Jan-20,Approve,BL,Computational Linguistics,,LING,,LINGMA,,,,UGS.BL.MAAdvDeg.LING1,2,19
1586,86756176,UGS-MAAdvancedDegree.ParentDoctype,17-Jan-20,17-Jan-20,17-Jan-20,Approve,BL,,,STAT,,STATSCMS,,,,UGS.BL.MAAdvDeg.STAT1,19,19
1587,86756226,UGS.CommitteeV2.Doctype,17-Jan-20,17-Jan-20,17-Jan-20,Approve,BL,,,MUS,,MSEDPHD,,Jazz Pedagogy,,fmdiaz,19,19
1588,86756240,UGS.Candidacy.Doctype,17-Jan-20,04-Feb-20,17-Jan-20,Approve,BL,,,SPH,,EPIDPHD,,INFOGMIN,,UGS.Candidacy.UGS.BL,1,19
1589,86756401,UGS.Candidacy.Doctype,17-Jan-20,17-Jan-20,17-Jan-20,Approve,BL,,,EDUCLCLE,,LCLNGPHD,,EDPSYGMIN,,UGS.BL.Candidacy.EDUCLCLE1,19,19
1590,86757228,UGS-MAAdvancedDegree.ParentDoctype,17-Jan-20,21-Jan-20,17-Jan-20,Approve,IN,,,JOPR,,SPRTJOUMA1,,,,UGS.MAAdvDeg.INFinal.UGS,15,19
1591,86757343,UGS.CommitteeV2.Doctype,17-Jan-20,17-Jan-20,17-Jan-20,Approve,BL,,,CSCI,,CSCIPHD,,Computer Science,,UGS.BL.Committee.CSCI1,19,19
1592,86757657,UGS-MAAdvancedDegree.ParentDoctype,17-Jan-20,29-Jan-20,17-Jan-20,Approve,IN,Literature,,ENG,,ENGMA,,,,UGS.MAAdvDeg.INFinal.UGS,7,19
1593,86757728,UGS.ExceptionWaiver.Doctype,17-Jan-20,30-Jan-20,17-Jan-20,Approve,BL,,,BIOL,,BIOTECMS,,,,UGS.Exception.AssistantDean,6,19
1594,86757909,UGS-MAAdvancedDegree.ParentDoctype,17-Jan-20,17-Jan-20,17-Jan-20,Approve,IN,Public History,,HIST,,HISTMA,,,,UGS.IN.MAAdvDeg.HIST1,19,19
1595,86758512,UGS.Candidacy.Doctype,17-Jan-20,17-Jan-20,17-Jan-20,Approve,BL,Curriculum Studies,,EDUCCI,EDUCCEP,CRINPHD,INQMTHPHD,STATSCIMIN,,UGS.BL.Candidacy.EDUCCI1,19,19
1596,86759573,UGS.CommitteeV2.Doctype,18-Jan-20,21-Jan-20,18-Jan-20,Approve,BL,,,HISP,,SPANPHD,,Hispanic Linguistics,,pamaral,15,18
1597,86759667,UGS-PhDCommencement.ParentDoctype,18-Jan-20,28-Jan-20,18-Jan-20,Approve,BL,,,EDUC,,SCPSYPHD,,,,kquest,8,18
1598,86759679,UGS-PhDDefense.ParentDoctype,18-Jan-20,31-Jan-20,31-Jan-20,Approve,BL,,,ANTH,,ANTHPHD,,India Studies,,UGS.BL.PhDDefense.ANTH1,5,18
1599,86759748,UGS-MAAdvancedDegree.ParentDoctype,18-Jan-20,18-Jan-20,18-Jan-20,Approve,IN,Clinical Anatomy Track,,ANAT,,ANTCBMS,,,,UGS.IN.MAAdvDeg.ANAT1,18,18
1600,86759808,UGS-MAAdvancedDegree.ParentDoctype,18-Jan-20,18-Jan-20,18-Jan-20,Approve,BL,Literatures & Culture,,HISP,,SPANMA,,,,UGS.BL.MAAdvDeg.HISP1,18,18
1601,86759867,UGS-MAAdvancedDegree.ParentDoctype,19-Jan-20,19-Jan-20,19-Jan-20,Approve,IN,Public History,,HIST,,HISTMA,,,,UGS.IN.MAAdvDeg.HIST1,17,17
1602,86760072,UGS-MAAdvancedDegree.ParentDoctype,19-Jan-20,19-Jan-20,19-Jan-20,Approve,BL,Poetry,,ENG,,CRWRMFA,,,,UGS.BL.MAAdvDeg.ENG1,17,17
1603,86760419,UGS-MAAdvancedDegree.ParentDoctype,20-Jan-20,20-Jan-20,20-Jan-20,Approve,BL,Medieval Art,,FINA,,FINAHMA,,,,UGS.BL.MAAdvDeg.FINA.MA1,16,16
1604,86760458,UGS.Candidacy.Doctype,20-Jan-20,20-Jan-20,20-Jan-20,Approve,BL,Physical,,CHEM,,CHEMPHD,,SCMPTGMIN,,UGS.BL.Candidacy.CHEM1,16,16
1605,86760494,UGS-PhDCommencement.ParentDoctype,20-Jan-20,04-Feb-20,20-Jan-20,Approve,BL,,,MATH,,MATHPHD,,,,UGS.PhDComm.UGS,1,16
1606,86760505,UGS.CommitteeV2.Doctype,20-Jan-20,20-Jan-20,20-Jan-20,Approve,BL,,,CHEM,,CHEMPHD,,Physical,,UGS.BL.Committee.CHEM1,16,16
1607,86760692,UGS-PhDCommencement.ParentDoctype,20-Jan-20,20-Jan-20,20-Jan-20,Approve,BL,,,EDUC,,SCPSYPHD,,,,UGS.BL.PhDComm.EDUC1,16,16
1608,86760751,UGS.Candidacy.Doctype,20-Jan-20,21-Jan-20,20-Jan-20,Approve,BL,Computer Engineering,,ENGR,,INSENGRPHD,,CSCIGMIN,,UGS.BL.Candidacy.ENGR1,15,16
1609,86760751,UGS.Candidacy.Doctype,20-Jan-20,21-Jan-20,20-Jan-20,FYI,BL,Computer Engineering,,ENGR,,INSENGRPHD,,CSCIGMIN,,lucgill,15,16
1610,86760953,UGS-MAAdvancedDegree.ParentDoctype,20-Jan-20,20-Jan-20,20-Jan-20,Approve,BL,,,MUS,,MSCLOGYMA,,,,UGS.BL.MAAdvDeg.MUS1,16,16
1611,86760953,UGS-MAAdvancedDegree.ParentDoctype,20-Jan-20,20-Jan-20,20-Jan-20,FYI,BL,,,MUS,,MSCLOGYMA,,,,UGS.MAAdvDeg.BL.UGS,16,16
1612,86762935,UGS-PhDCommencement.ParentDoctype,21-Jan-20,21-Jan-20,21-Jan-20,Approve,BL,,,EDUC,,LCLNGPHD,,,,UGS.BL.PhDComm.EDUC1,15,15
1613,86763062,UGS-MAAdvancedDegree.ParentDoctype,21-Jan-20,03-Feb-20,21-Jan-20,Approve,BL,CL,,LING,,LINGMA,,,,UGS.BL.MAAdvDeg.LING1,2,15
1619,86763299,UGS-MAAdvancedDegree.ParentDoctype,21-Jan-20,21-Jan-20,21-Jan-20,Approve,BL,,,BIOL,,BIOTECMS,,,,UGS.BL.MAAdvDeg.BIOL.BIOTEC1,15,15
1620,86763299,UGS-MAAdvancedDegree.ParentDoctype,21-Jan-20,21-Jan-20,21-Jan-20,FYI,BL,,,BIOL,,BIOTECMS,,,,UGS.BL.MAAdvDeg.BIOL.BIOTEC1,15,15
1621,86763453,UGS-MAAdvancedDegree.ParentDoctype,21-Jan-20,21-Jan-20,21-Jan-20,Approve,BL,,,BIOL,,BIOTECMS,,,,UGS.BL.MAAdvDeg.BIOL.BIOTEC1,15,15
1622,86763453,UGS-MAAdvancedDegree.ParentDoctype,21-Jan-20,21-Jan-20,21-Jan-20,FYI,BL,,,BIOL,,BIOTECMS,,,,UGS.BL.MAAdvDeg.BIOL.BIOTEC1,15,15
1633,86764058,UGS-MAAdvancedDegree.ParentDoctype,21-Jan-20,21-Jan-20,21-Jan-20,Approve,IN,,,PHST,,PHLSTMA,,,,UGS.MAAdvDeg.INFinal.UGS,15,15
1634,86764109,UGS-MAAdvancedDegree.ParentDoctype,21-Jan-20,22-Jan-20,21-Jan-20,Approve,IN,,,PHST,,PHLSTEXCMA,,,,UGS.MAAdvDeg.INFinal.UGS,14,15
1635,86765649,UGS.Candidacy.Doctype,21-Jan-20,28-Jan-20,21-Jan-20,Approve,BL,Marketing,,BUS,,BUSPHD,,PSYGMIN,,UGS.Candidacy.UGS.BL,8,15
1636,86766251,UGS-MAAdvancedDegree.ParentDoctype,21-Jan-20,22-Jan-20,21-Jan-20,Approve,IN,,,PHST,,PHLSTMA,,,,UGS.MAAdvDeg.INFinal.UGS,14,15
1637,86766346,UGS-PhDCommencement.ParentDoctype,21-Jan-20,21-Jan-20,21-Jan-20,Approve,BL,,,EDUC,,HIEDPHD,,,,UGS.BL.PhDComm.EDUC1,15,15
1638,86766494,UGS.CommitteeV2.Doctype,21-Jan-20,23-Jan-20,21-Jan-20,Approve,IN,,,PBHL,,HLPMPHD1,,Biostatistics,,UGS.Committee.UGS.IN,13,15
1639,86767206,UGS-MAAdvancedDegree.ParentDoctype,22-Jan-20,04-Feb-20,22-Jan-20,Approve,BL,,,REL,,RELMA,,,,UGS.MAAdvDeg.BL.UGS,1,14
1640,86767211,UGS-MAAdvancedDegree.ParentDoctype,22-Jan-20,22-Jan-20,22-Jan-20,Approve,IN,,,PHST,,PHLSTMA,,,,UGS.MAAdvDeg.INFinal.UGS,14,14
1641,86768444,UGS.CommitteeV2.Doctype,22-Jan-20,03-Feb-20,03-Feb-20,Approve,IN,,,MICR,,MIIMPHD,,Bioinformatics,,UGS.IN.Committee.MICR1,2,14
1642,86768698,COLLGRAD.AdvisoryCom.Doctype,22-Jan-20,23-Jan-20,22-Jan-20,Approve,BL,,,GEOG,,GEOGPHD,,Ph.D. Minor in Environmental Science,,COLLGRAD.AdvisoryCom.COLLGRAD,13,14
1643,86769558,UGS-MAAdvancedDegree.ParentDoctype,22-Jan-20,23-Jan-20,22-Jan-20,Approve,IN,PhD Prep,,ECON,,ECONMA,,,,UGS.MAAdvDeg.INFinal.UGS,13,14
1644,86769855,UGS-MAAdvancedDegree.ParentDoctype,22-Jan-20,22-Jan-20,22-Jan-20,Approve,BL,,,AADM,,ARTADMA,,,,UGS.BL.MAAdvDeg.AADM1,14,14
1650,86769901,UGS-MAAdvancedDegree.ParentDoctype,22-Jan-20,25-Jan-20,25-Jan-20,Approve,BL,,,BIOL,,BIOTECMS,,,,UGS.BL.MAAdvDeg.BIOL.BIOTEC1,11,14
1651,86769901,UGS-MAAdvancedDegree.ParentDoctype,22-Jan-20,25-Jan-20,25-Jan-20,FYI,BL,,,BIOL,,BIOTECMS,,,,UGS.BL.MAAdvDeg.BIOL.BIOTEC1,11,14
1667,86770672,UGS-MAAdvancedDegree.ParentDoctype,22-Jan-20,22-Jan-20,22-Jan-20,Approve,BL,Communication Science,,MSCH,,MDARSCMA,,,,UGS.BL.MAAdvDeg.MSCH1,14,14
1668,86772196,UGS-MAAdvancedDegree.ParentDoctype,22-Jan-20,23-Jan-20,22-Jan-20,Approve,IN,,,PHST,,PHLSTMA,,,,UGS.MAAdvDeg.INFinal.UGS,13,14
1669,86772363,UGS-MAAdvancedDegree.ParentDoctype,23-Jan-20,23-Jan-20,23-Jan-20,Approve,IN,,,PHSL,,CELINPHMS,,,,UGS.IN.MAAdvDeg.PHSL1,13,13
1670,86772524,UGS-MAAdvancedDegree.ParentDoctype,23-Jan-20,23-Jan-20,23-Jan-20,Approve,IN,,,PHST,,PHLSTEXCMA,,,,UGS.IN.MAAdvDeg.PHST1,13,13
1671,86773211,UGS-MAAdvancedDegree.ParentDoctype,23-Jan-20,23-Jan-20,23-Jan-20,Approve,BL,Theatre Technology,,THTR,,THTRMFA,,,,UGS.BL.MAAdvDeg.THTR1,13,13
1675,86774580,UGS-PhDCommencement.ParentDoctype,23-Jan-20,23-Jan-20,23-Jan-20,Approve,BL,,,EDUC,,HIEDPHD,,,,UGS.BL.PhDComm.EDUC1,13,13
1676,86774925,UGS.ExceptionWaiver.Doctype,23-Jan-20,24-Jan-20,23-Jan-20,Approve,BL,,,STAT,,STATSCMS,,,,UGS.BL.DGS.STAT,12,13
1677,86774995,UGS-MAAdvancedDegree.ParentDoctype,23-Jan-20,23-Jan-20,23-Jan-20,Approve,BL,Russian and East European Area Studies,,REEI,,REEIMA,,,,UGS.BL.MAAdvDeg.REEI1,13,13
1678,86775331,COLLGRAD.AdvisoryCom.Doctype,23-Jan-20,23-Jan-20,23-Jan-20,Approve,BL,,,NELC,,NELCPHD,,Philosophy,,aafsarud,13,13
1679,86775331,COLLGRAD.AdvisoryCom.Doctype,23-Jan-20,23-Jan-20,23-Jan-20,Approve,BL,,,NELC,,NELCPHD,,Philosophy,,alani,13,13
1680,86775331,COLLGRAD.AdvisoryCom.Doctype,23-Jan-20,23-Jan-20,23-Jan-20,Approve,BL,,,NELC,,NELCPHD,,Philosophy,,jwalbrid,13,13
1681,86775331,COLLGRAD.AdvisoryCom.Doctype,23-Jan-20,23-Jan-20,23-Jan-20,Approve,BL,,,NELC,,NELCPHD,,Philosophy,,kaabrams,13,13
1682,86775494,UGS-MAAdvancedDegree.ParentDoctype,23-Jan-20,23-Jan-20,23-Jan-20,Approve,BL,,,ENG,,ENGMA,,,,UGS.BL.MAAdvDeg.ENG1,13,13
1683,86775863,UGS.ExceptionRevalidation.Doctype,23-Jan-20,24-Jan-20,23-Jan-20,Approve,BL,,,EDUCLCLE,,LCLNGPHD,,INQRSGMIN,,pcarspec,12,13
1684,86777244,UGS.Candidacy.Doctype,23-Jan-20,23-Jan-20,23-Jan-20,Approve,BL,Curriculum Studies,,EDUCCI,,CRINPHD,,ARHSGMIN,,UGS.BL.Candidacy.EDUCCI1,13,13
1685,86801912,UGS.CommitteeV2.Doctype,24-Jan-20,26-Jan-20,24-Jan-20,Approve,IN,,,SWK,,SWKPHD,,,,UGS.Committee.UGS.IN,10,12
1686,86802145,COLLGRAD.AdvisoryCom.Doctype,24-Jan-20,24-Jan-20,24-Jan-20,Approve,BL,,,GER,,GERPHD,,,,ggmay,12,12
1687,86803750,UGS.Candidacy.Doctype,24-Jan-20,03-Feb-20,24-Jan-20,Approve,BL,Applied Linguistics,,NELC,,NELCPHD,,LINGGMIN,,dcavar,2,12
1688,86804909,UGS.CommitteeV2.Doctype,24-Jan-20,27-Jan-20,24-Jan-20,Approve,IN,,,DENT,,DNTPHPHD,,Life Sciences,,UGS.Committee.UGS.IN,9,12
1689,86805279,UGS.CommitteeV2.Doctype,24-Jan-20,24-Jan-20,24-Jan-20,Approve,BL,,,CSCI,,CSCIPHD,,Security Informatics,,UGS.BL.Committee.CSCI1,12,12
1690,86805340,UGS-MAAdvancedDegree.ParentDoctype,24-Jan-20,24-Jan-20,24-Jan-20,Approve,BL,,,NELC,,NELCMA,,,,UGS.BL.MAAdvDeg.NELC1,12,12
1691,86805479,UGS-MAAdvancedDegree.ParentDoctype,24-Jan-20,24-Jan-20,24-Jan-20,Approve,BL,Arabic,,NELC,,NELCMA,,,,UGS.BL.MAAdvDeg.NELC1,12,12
1692,86805579,UGS-MAAdvancedDegree.ParentDoctype,24-Jan-20,24-Jan-20,24-Jan-20,Approve,BL,,,FINS,,FINASMFA,,,,UGS.BL.MAAdvDeg.FINA.MFA1,12,12
1693,86805617,UGS.Candidacy.Doctype,24-Jan-20,24-Jan-20,24-Jan-20,Approve,BL,,,EDUCLCLE,,LCLNGPHD,,EDLDRGMIN,,UGS.BL.Candidacy.EDUCLCLE1,12,12
1694,86806451,UGS-MAAdvancedDegree.ParentDoctype,26-Jan-20,27-Jan-20,26-Jan-20,Approve,BL,Turkish Studies,,CEUS,,CEUSMA,,,,ikturner,9,10
1695,86806624,UGS-MAAdvancedDegree.ParentDoctype,26-Jan-20,29-Jan-20,26-Jan-20,Approve,IN,,,PHST,,PHLSTMA,,,,UGS.MAAdvDeg.INFinal.UGS,7,10
1696,86807049,UGS-MAAdvancedDegree.ParentDoctype,27-Jan-20,03-Feb-20,27-Jan-20,Approve,BL,,,LING,,LINGMA,,,,UGS.BL.MAAdvDeg.LING1,2,9
1697,86807273,UGS-MAAdvancedDegree.ParentDoctype,27-Jan-20,27-Jan-20,27-Jan-20,Approve,BL,,,JSTU,,JSTUMA,,,,UGS.BL.MAAdvDeg.JSTU1,9,9
1698,86807287,UGS-MAAdvancedDegree.ParentDoctype,27-Jan-20,27-Jan-20,27-Jan-20,Approve,BL,,,HIST,,HISTMA,,,,UGS.BL.MAAdvDeg.HIST1,9,9
1699,86808286,UGS-MAAdvancedDegree.ParentDoctype,27-Jan-20,30-Jan-20,27-Jan-20,Approve,IN,,,PHST,,PHLSTMA,,,,UGS.MAAdvDeg.INFinal.UGS,6,9
1700,86808390,UGS.ExceptionWaiver.Doctype,27-Jan-20,30-Jan-20,27-Jan-20,Approve,BL,,,EDUCCEP,,COPSYPHD,,SPPRFPGMIN,,UGS.BL.DGS.EDUCCEP,6,9
1701,86808460,UGS-MAAdvancedDegree.ParentDoctype,27-Jan-20,30-Jan-20,27-Jan-20,Approve,IN,,,PHST,,PHLSTMA,,,,UGS.MAAdvDeg.INFinal.UGS,6,9
1702,86808563,UGS.CommitteeV2.Doctype,27-Jan-20,27-Jan-20,27-Jan-20,Approve,IN,,,MICR,,MIIMPHD,,Bioinformatics,,xfyang,9,9
1703,86808603,UGS.Candidacy.Doctype,27-Jan-20,29-Jan-20,27-Jan-20,Approve,IN,,,MICR,,MIIMPHD,,BIOINFOMIN,,UGS.Candidacy.UGS.IN,7,9
1704,86808645,UGS.CommitteeV2.Doctype,27-Jan-20,30-Jan-20,27-Jan-20,Approve,BL,,,NELC,,NELCPHD,,,,alani,6,9
1705,86808645,UGS.CommitteeV2.Doctype,27-Jan-20,30-Jan-20,27-Jan-20,Approve,BL,,,NELC,,NELCPHD,,,,vinsons,6,9
1706,86809087,UGS.Candidacy.Doctype,27-Jan-20,04-Feb-20,27-Jan-20,Approve,BL,U.S. History,,HIST,,HISTPHD,,GNDRGMIN,,UGS.Candidacy.UGS.BL,1,9
1707,86809296,UGS-MAAdvancedDegree.ParentDoctype,27-Jan-20,27-Jan-20,27-Jan-20,Approve,IN,,,PHSL,,CELINPHMS,,,,UGS.IN.MAAdvDeg.PHSL1,9,9
1708,86809463,UGS.Candidacy.Doctype,27-Jan-20,27-Jan-20,27-Jan-20,Approve,BL,,,EDUCCEP,,LRNDEVPHD,,NETSCIGMIN,,UGS.BL.Candidacy.EDUCCEP1,9,9
1709,86809674,UGS.CommitteeV2.Doctype,27-Jan-20,27-Jan-20,27-Jan-20,Approve,IN,,,MICR,,MIIMPHD,,Life Sciences,,thurley,9,9
1710,86809674,UGS.CommitteeV2.Doctype,27-Jan-20,27-Jan-20,27-Jan-20,FYI,IN,,,MICR,,MIIMPHD,,Life Sciences,,rumclark,9,9
1711,86809744,UGS.Candidacy.Doctype,27-Jan-20,29-Jan-20,27-Jan-20,Approve,IN,,,MICR,,MIIMPHD,,LIFSCGMIN,,UGS.Candidacy.UGS.IN,7,9
1712,86810062,UGS-PhDCommencement.ParentDoctype,27-Jan-20,04-Feb-20,27-Jan-20,Approve,BL,,,MATH,,MATHPHD,,,,UGS.PhDComm.UGS,1,9
1713,86810779,UGS-MAAdvancedDegree.ParentDoctype,27-Jan-20,27-Jan-20,27-Jan-20,Approve,BL,French/Francophone Studies,,FRIT,,FRENMA,,,,UGS.BL.MAAdvDeg.FRIT1,9,9
1714,86811146,UGS.Candidacy.Doctype,27-Jan-20,28-Jan-20,27-Jan-20,Approve,IN,,,ECON,,ECONPHD,,Individualized,,UGS.Candidacy.UGS.IN,8,9
1715,86811394,UGS-PhDCommencement.ParentDoctype,27-Jan-20,29-Jan-20,27-Jan-20,Approve,BL,,,ENG,,ENGPHD,,,,jcb,7,9
1716,86811565,UGS-MAAdvancedDegree.ParentDoctype,27-Jan-20,27-Jan-20,27-Jan-20,Approve,BL,Acting,,THTR,,THTRMFA,,,,UGS.BL.MAAdvDeg.THTR1,9,9
